card_id,name,set_id,set_name,series,rarity,snapshot_date,price_low,price_mid,price_market,price_high
sv1-219,Bombirdier,sv1,Scarlet & Violet,Scarlet & Violet,Illustration Rare,2026-03-19,2.89,3.99,3.73,20.0
sv1-220,Kingambit,sv1,Scarlet & Violet,Scarlet & Violet,Illustration Rare,2026-03-19,4.45,6.57,5.95,29.25
sv1-221,Starly,sv1,Scarlet & Violet,Scarlet & Violet,Illustration Rare,2026-03-19,6.0,9.0,8.77,40.0
sv1-222,Skwovet,sv1,Scarlet & Violet,Scarlet & Violet,Illustration Rare,2026-03-19,3.0,5.0,4.83,18.0
sv1-224,Arcanine ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,6.98,11.79,11.51,511.65
sv1-226,Magnezone ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.95,1.53,1.34,20.0
sv1-225,Gyarados ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,6.33,8.65,7.89,24.99
sv1-223,Spidops ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.6,1.24,1.01,20.0
sv1-228,Gardevoir ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,3.5,4.92,4.51,20.0
sv1-227,Miraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,1.98,3.16,3.06,503.04
sv1-229,Banette ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.9,1.85,1.46,20.0
sv1-231,Koraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.75,1.94,1.45,20.0
sv1-230,Great Tusk ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.68,1.2,1.05,20.0
sv1-233,Iron Treads ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.7,1.11,0.94,4321.0
sv1-232,Toxicroak ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.9,1.77,1.67,9.99
sv1-234,Oinkologne ex,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.5,1.3,1.21,19.95
sv1-235,Arven,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,3.7,5.57,4.87,25.0
sv1-237,Katy,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,1.25,2.41,1.84,20.0
sv1-236,Jacq,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,1.3,2.29,2.18,20.0
sv1-238,Miriam,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,3.99,6.19,5.8,96.95
sv1-241,Professor's Research (Professor Turo),sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.95,1.91,1.65,21.0
sv1-240,Professor's Research (Professor Sada),sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,1.75,3.99,3.44,52.0
sv1-239,Penny,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,3.0,4.8,4.17,40.0
sv1-242,Team Star Grunt,sv1,Scarlet & Violet,Scarlet & Violet,Ultra Rare,2026-03-19,0.95,1.7,1.44,20.0
sv1-243,Spidops ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,5.0,7.0,6.89,20.0
sv1-244,Miraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,17.0,23.0,20.34,4321.0
sv1-245,Gardevoir ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,69.05,99.97,77.26,300.0
sv1-246,Great Tusk ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,7.5,10.08,9.11,109.09
sv1-248,Iron Treads ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,3.0,5.0,4.56,99.99
sv1-247,Koraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,14.99,20.0,17.8,75.0
sv1-249,Arven,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,4.3,6.9,5.6,40.0
sv1-250,Jacq,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,2.5,4.53,4.01,4321.0
sv1-252,Penny,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,4.7,7.25,6.19,4321.0
sv1-251,Miriam,sv1,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,2026-03-19,21.0,27.35,23.68,1500.0
sv1-253,Miraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,5.0,7.0,6.42,4321.0
sv1-255,Nest Ball,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,3.93,6.82,4.92,50.0
sv1-256,Rare Candy,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,4.81,6.89,6.28,29.99
sv1-254,Koraidon ex,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,4.44,5.99,5.59,96.95
sv1-258,Basic Fighting Energy,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,5.95,8.26,7.69,25.0
sv1-257,Basic Lightning Energy,sv1,Scarlet & Violet,Scarlet & Violet,Hyper Rare,2026-03-19,3.25,4.99,4.35,96.95
swsh4-1,Weedle,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.13
swsh4-2,Kakuna,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,25.1
swsh4-3,Beedrill,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.2,999.99
swsh4-4,Exeggcute,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.1,0.07,25.07
swsh4-5,Exeggutor,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.23,0.22,19.5
swsh4-6,Yanma,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.1,25.09
swsh4-7,Yanmega,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.03,0.2,0.15,999.99
swsh4-8,Pineco,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.12,25.19
swsh4-9,Celebi,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,3.49,5.02,4.51,300.0
swsh4-10,Seedot,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.1,0.04,25.05
swsh4-11,Nuzleaf,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.06,25.06
swsh4-12,Shiftry,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.03,0.2,0.18,5.48
swsh4-13,Nincada,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.12,0.08,25.08
swsh4-14,Ninjask,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.08,0.28,0.28,999.99
swsh4-15,Shaymin,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.04,0.3,0.29,999.99
swsh4-16,Genesect,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.09,0.36,0.39,999.99
swsh4-17,Skiddo,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.17,0.18,25.16
swsh4-18,Gogoat,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,25.11
swsh4-19,Dhelmise,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.14,25.14
swsh4-20,Orbeetle V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.25,0.99,0.58,25.63
swsh4-21,Orbeetle VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,0.6,1.89,1.52,10.0
swsh4-22,Zarude V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.27,0.99,0.65,25.64
swsh4-23,Charmander,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.25,0.34,25.0
swsh4-24,Charmeleon,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.2,0.21,25.14
swsh4-25,Charizard,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.96,2.49,2.49,500.0
swsh4-26,Flareon,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.11,0.38,0.35,4.97
swsh4-27,Slugma,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.09,25.06
swsh4-28,Magcargo,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.12,0.1,25.08
swsh4-29,Talonflame V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.38,0.99,0.9,25.76
swsh4-30,Vaporeon,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.1,0.4,0.39,4.99
swsh4-31,Wailmer,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.16,25.16
swsh4-32,Wailord,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.01,0.4,0.45,999.99
swsh4-33,Oshawott,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.18,0.19,25.19
swsh4-34,Dewott,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.17,0.17,25.15
swsh4-35,Samurott,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.09,0.28,0.27,999.99
swsh4-36,Galarian Darmanitan V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.29,0.99,0.64,25.5
swsh4-37,Galarian Darmanitan VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,0.75,1.99,1.38,19.95
swsh4-38,Chewtle,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.11,25.1
swsh4-39,Drednaw,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.05,0.25,0.21,999.99
swsh4-40,Cramorant,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,25.11
swsh4-41,Arrokuda,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.1,25.11
swsh4-42,Barraskewda,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.19,999.99
swsh4-43,Pikachu V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.85,2.28,2.2,4321.0
swsh4-44,Pikachu VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,7.0,10.81,9.96,200.0
swsh4-45,Voltorb,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.12,0.1,25.1
swsh4-46,Electrode,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.04,0.28,0.25,999.99
swsh4-47,Jolteon,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.15,0.45,0.45,4.97
swsh4-48,Zapdos,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.07,0.42,0.42,999.99
swsh4-49,Ampharos V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.48,1.0,0.93,17.0
swsh4-50,Raikou,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,3.2,5.11,4.97,96.95
swsh4-51,Electrike,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.12,0.1,25.09
swsh4-52,Manectric,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.24,0.24,5.03
swsh4-53,Blitzle,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.12,0.07,25.08
swsh4-54,Zebstrika,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.08,25.08
swsh4-55,Joltik,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.13
swsh4-56,Galvantula,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.14,25.13
swsh4-57,Tynamo,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.13,25.14
swsh4-58,Eelektrik,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.1,25.11
swsh4-59,Eelektross,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.2,0.18,999.99
swsh4-60,Zekrom,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.05,0.34,0.33,999.99
swsh4-61,Zeraora,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.08,0.28,0.26,999.99
swsh4-62,Pincurchin,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.1,25.1
swsh4-63,Clefairy,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.17,0.17,25.18
swsh4-64,Clefable,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.07,0.28,0.29,999.99
swsh4-65,Girafarig,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.18,0.16,25.17
swsh4-66,Shedinja,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.1,0.36,0.37,999.99
swsh4-67,Shuppet,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.12,0.12,25.11
swsh4-68,Banette,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.25,0.24,1.49
swsh4-69,Duskull,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.15
swsh4-70,Dusclops,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.07,19.5
swsh4-71,Dusknoir,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.01,0.25,0.2,999.99
swsh4-72,Chimecho,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.02,0.19,0.16,25.17
swsh4-73,Woobat,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.12,25.1
swsh4-74,Swoobat,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.13,25.13
swsh4-75,Cottonee,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.11,0.09,25.1
swsh4-76,Whimsicott,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.22,0.21,999.99
swsh4-77,Dedenne,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.22,0.21,25.25
swsh4-78,Xerneas,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.1,0.35,0.36,999.99
swsh4-79,Diancie,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.05,0.3,0.3,999.99
swsh4-80,Milcery,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.13
swsh4-81,Alcremie,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.03,0.24,0.23,19.5
swsh4-82,Zacian,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,1.79,3.13,3.36,19.95
swsh4-83,Wooper,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.19,0.19,25.16
swsh4-84,Quagsire,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.05,0.25,0.29,19.5
swsh4-85,Shuckle,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.15,25.16
swsh4-86,Phanpy,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.18,0.16,19.5
swsh4-87,Donphan,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.2,0.12,2.23
swsh4-88,Hitmontop,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.17,19.5
swsh4-89,Regirock,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.05,0.31,0.3,999.99
swsh4-90,Riolu,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.17,0.17,25.15
swsh4-91,Drilbur,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.11,25.14
swsh4-92,Terrakion,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.21,0.2,2.0
swsh4-93,Zygarde,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.07,0.29,0.28,999.99
swsh4-94,Rockruff,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.12,25.12
swsh4-95,Lycanroc,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.18,19.5
swsh4-96,Mudbray,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.13,25.14
swsh4-97,Mudsdale,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.17,19.5
swsh4-98,Coalossal V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.44,0.99,0.8,9000.0
swsh4-99,Coalossal VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,0.89,1.88,1.48,24.99
swsh4-100,Clobbopus,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.13,0.13,25.13
swsh4-101,Grapploct,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.19,0.14,19.5
swsh4-102,Zamazenta,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,1.0,2.52,2.2,19.95
swsh4-103,Poochyena,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.09,25.11
swsh4-104,Mightyena,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.15,25.14
swsh4-105,Sableye,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.17,0.18,25.17
swsh4-106,Drapion V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.25,0.99,0.66,9000.0
swsh4-107,Sandile,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.14,25.14
swsh4-108,Krokorok,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,25.12
swsh4-109,Krookodile,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.05,0.2,0.2,999.99
swsh4-110,Trubbish,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.15
swsh4-111,Garbodor,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.2,0.14,19.5
swsh4-112,Galarian Meowth,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.15,25.13
swsh4-113,Galarian Perrserker,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.02,0.2,0.16,19.5
swsh4-114,Forretress,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.01,0.2,0.17,20.0
swsh4-115,Steelix V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.47,1.0,0.95,80.0
swsh4-116,Beldum,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.15,0.14,25.12
swsh4-117,Metang,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,25.11
swsh4-118,Metagross,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.08,0.25,0.28,19.5
swsh4-119,Jirachi,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,4.28,5.66,5.33,96.95
swsh4-120,Lucario,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.3,0.35,999.99
swsh4-121,Dialga,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.09,0.33,0.31,999.99
swsh4-122,Excadrill,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.1,25.09
swsh4-123,Ferroseed,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.1,0.06,25.05
swsh4-124,Ferrothorn,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.05,25.05
swsh4-125,Galarian Stunfisk,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.12,0.08,19.5
swsh4-126,Aegislash V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.4,0.99,0.74,60.0
swsh4-127,Aegislash VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,0.75,1.95,1.56,19.95
swsh4-128,Magearna,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.04,0.3,0.31,999.99
swsh4-129,Duraludon,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.03,0.25,0.23,999.99
swsh4-130,Eevee,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.04,0.25,0.2,25.27
swsh4-131,Snorlax,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.25,2.24,2.16,999.87
swsh4-132,Lugia,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.24,0.88,0.79,9.99
swsh4-133,Taillow,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.17,25.16
swsh4-134,Swellow,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.15,25.13
swsh4-135,Whismur,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.13,0.1,25.08
swsh4-136,Loudred,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.16,25.15
swsh4-137,Exploud,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.04,0.2,0.19,33.0
swsh4-138,Rayquaza,swsh4,Vivid Voltage,Sword & Shield,Amazing Rare,2026-03-19,12.03,15.68,14.23,49.99
swsh4-139,Chatot,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.14,0.09,25.09
swsh4-140,Togekiss V,swsh4,Vivid Voltage,Sword & Shield,Rare Holo V,2026-03-19,0.37,1.0,0.91,99.9
swsh4-141,Togekiss VMAX,swsh4,Vivid Voltage,Sword & Shield,Rare Holo VMAX,2026-03-19,1.24,2.2,2.11,19.95
swsh4-142,Tornadus,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.01,0.22,0.21,999.99
swsh4-143,Pikipek,swsh4,Vivid Voltage,Sword & Shield,Common,2026-03-19,0.01,0.16,0.15,25.15
swsh4-144,Trumbeak,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.15,25.13
swsh4-145,Toucannon,swsh4,Vivid Voltage,Sword & Shield,Rare,2026-03-19,0.03,0.25,0.23,4.0
swsh4-146,Allister,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.09,19.5
swsh4-147,Bea,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,19.5
swsh4-148,Beauty,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.06,25.06
swsh4-149,Cara Liss,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.08,19.5
swsh4-150,Circhester Bath,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.07,19.5
swsh4-151,Drone Rotom,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.16,0.16,25.18
swsh4-152,Hero's Medal,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.07,25.07
swsh4-153,League Staff,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.13,0.08,25.08
swsh4-154,Leon,swsh4,Vivid Voltage,Sword & Shield,Rare Holo,2026-03-19,0.1,0.27,0.28,999.99
swsh4-155,Memory Capsule,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.12,1.5
swsh4-156,Moomoo Cheese,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.11,25.11
swsh4-157,Nessa,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.04,0.2,0.18,5.04
swsh4-158,Opal,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.17,0.17,25.16
swsh4-159,Rocky Helmet,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.09,19.5
swsh4-160,Telescopic Sight,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.14,0.07,2.0
swsh4-161,Wyndon Stadium,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.07,25.07
swsh4-162,Aromatic Grass Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.15,0.13,1.53
swsh4-163,Coating Metal Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.2,0.2,1.72
swsh4-164,Stone Fighting Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.02,0.2,0.2,1.73
swsh4-165,Wash Water Energy,swsh4,Vivid Voltage,Sword & Shield,Uncommon,2026-03-19,0.01,0.2,0.18,1.5
swsh4-166,Orbeetle V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.25,1.99,1.75,18.88
swsh4-167,Zarude V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.81,2.9,2.82,29.95
swsh4-168,Talonflame V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.0,3.2,3.2,18.82
swsh4-169,Galarian Darmanitan V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.0,2.0,1.84,29.95
swsh4-170,Pikachu V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,26.75,42.81,36.12,4321.0
swsh4-171,Ampharos V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,3.5,6.35,5.93,24.95
swsh4-172,Alakazam V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,2.5,3.86,3.63,19.99
swsh4-173,Coalossal V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,1.45,2.26,2.1,175.0
swsh4-174,Galarian Sirfetch'd V,swsh4,Vivid Voltage,Sword & Shield,Rare Ultra,2026-03-19,0.95,2.0,1.88,9.99
